name,kind,latitude,longitude,wind_speed_kmh,wind_gust_kmh,air_temperature_c,wind_from_degrees,u_ms,v_ms,valid_at_utc,model_run_utc,method
,grid,41.25,0.25,7.0,6.9,15.0,238.4,1.6655,1.0234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,0.5,5.3,5.8,14.6,233.0,1.1855,0.8934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,0.75,2.6,2.6,13.1,317.3,0.4855,-0.5266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,1.0,6.8,6.2,14.7,326.2,1.0555,-1.5766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,1.25,8.4,8.7,18.2,339.5,0.8155,-2.1866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,1.5,6.3,5.5,18.7,347.3,0.3855,-1.7166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.25,1.75,7.6,7.3,20.3,345.0,0.5455,-2.0366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-6.25,13.5,32.5,11.8,49.2,-2.8345,-2.4466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-6.0,14.6,27.8,11.7,38.8,-2.5345,-3.1566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-5.75,11.1,13.0,11.9,23.5,-1.2345,-2.8366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-5.5,8.2,8.4,12.4,37.5,-1.3845,-1.8066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-5.25,9.5,9.4,12.4,50.8,-2.0445,-1.6666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-5.0,11.1,12.3,12.0,52.8,-2.4445,-1.8566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-4.75,9.5,9.1,11.8,46.0,-1.9045,-1.8366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-4.5,6.6,6.6,12.4,74.6,-1.7645,-0.4866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-4.25,6.0,5.8,12.7,104.4,-1.6045,0.4134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-4.0,4.2,4.0,12.6,94.1,-1.1645,0.0834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-3.75,3.5,3.3,11.8,106.5,-0.9245,0.2734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-3.5,5.7,5.8,11.4,102.6,-1.5345,0.3434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-3.25,6.8,6.6,11.3,87.4,-1.8845,-0.0866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-3.0,9.0,9.4,11.3,95.6,-2.4845,0.2434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-2.75,8.6,8.4,10.6,88.2,-2.3845,-0.0766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-2.5,5.9,5.8,10.4,84.8,-1.6245,-0.1466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-2.25,3.3,3.3,10.8,95.2,-0.9145,0.0834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-2.0,2.4,2.2,10.8,91.1,-0.6745,0.0134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-1.75,1.0,0.8,11.6,88.7,-0.2845,-0.0066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-1.5,3.6,3.7,11.8,100.0,-0.9845,0.1734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-1.25,3.9,4.4,11.7,49.8,-0.8245,-0.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-1.0,6.1,6.6,12.2,294.1,1.5555,-0.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-0.75,10.4,14.5,14.0,285.8,2.7855,-0.7866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-0.5,10.8,18.4,14.8,300.5,2.5955,-1.5266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,-0.25,10.7,13.0,14.8,295.9,2.6755,-1.2966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,0.0,3.9,4.0,15.3,279.9,1.0655,-0.1866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,0.25,4.6,4.8,14.9,197.1,0.3755,1.2234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,0.5,5.7,5.5,15.4,181.6,0.0455,1.5934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,0.75,5.2,5.1,14.6,173.1,-0.1745,1.4334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,1.0,1.3,1.9,14.0,197.6,0.1055,0.3334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,1.25,3.7,3.3,13.8,331.1,0.4955,-0.8966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,1.5,4.7,4.4,14.8,319.4,0.8455,-0.9866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,1.75,5.0,5.5,17.8,331.7,0.6555,-1.2166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,2.0,5.3,6.9,20.0,330.2,0.7355,-1.2866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.5,2.25,3.8,4.4,20.9,328.2,0.5555,-0.8966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-6.5,8.2,13.0,11.5,43.0,-1.5445,-1.6566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-6.25,13.4,28.2,10.8,40.0,-2.3945,-2.8566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-6.0,13.3,29.2,11.2,23.6,-1.4845,-3.3966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-5.75,16.9,23.8,12.1,21.6,-1.7345,-4.3766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-5.5,13.7,17.4,12.3,36.9,-2.2845,-3.0466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-5.25,12.5,16.6,12.3,52.6,-2.7645,-2.1166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-5.0,11.8,17.4,11.4,64.0,-2.9445,-1.4366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-4.75,10.3,12.3,11.0,58.8,-2.4345,-1.4766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-4.5,10.6,12.7,10.9,61.9,-2.5945,-1.3866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-4.25,10.6,12.7,11.0,76.4,-2.8745,-0.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-4.0,8.9,8.4,11.0,82.2,-2.4445,-0.3366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-3.75,9.9,9.8,11.4,98.9,-2.7145,0.4234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-3.5,10.0,10.2,11.5,98.1,-2.7545,0.3934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-3.25,8.2,8.0,10.7,85.8,-2.2845,-0.1666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-3.0,6.6,6.2,9.8,65.1,-1.6545,-0.7666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-2.75,6.5,6.2,9.6,54.6,-1.4745,-1.0466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-2.5,4.0,4.0,9.7,49.0,-0.8345,-0.7266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-2.25,0.9,1.2,10.1,72.6,-0.2445,-0.0766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-2.0,2.6,2.6,9.9,198.0,0.2255,0.6934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-1.75,2.4,2.6,10.7,239.6,0.5855,0.3434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-1.5,4.7,5.1,11.7,332.6,0.5955,-1.1466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-1.25,9.8,17.0,12.4,323.2,1.6355,-2.1866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-1.0,8.8,11.2,12.7,293.4,2.2355,-0.9666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-0.75,6.2,6.6,13.4,290.9,1.6155,-0.6166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-0.5,6.6,6.6,13.9,306.4,1.4755,-1.0866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,-0.25,6.0,5.8,15.0,332.9,0.7555,-1.4766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,0.0,1.6,1.5,15.5,44.8,-0.3145,-0.3166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,0.25,4.3,4.4,15.1,115.5,-1.0745,0.5134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,0.5,4.3,4.4,15.1,105.2,-1.1545,0.3134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,0.75,0.5,1.5,15.3,,-0.1345,0.0534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,1.0,0.6,1.2,15.4,,0.0655,-0.1666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,1.25,1.0,1.2,14.5,291.9,0.2655,-0.1066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,1.5,3.2,3.0,14.3,304.9,0.7255,-0.5066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,1.75,5.7,5.5,15.3,334.8,0.6755,-1.4366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,2.0,6.1,7.3,16.0,8.0,-0.2345,-1.6766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,2.25,6.0,5.8,14.7,359.1,0.0255,-1.6566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,2.5,6.3,5.5,15.3,327.2,0.9455,-1.4666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,41.75,2.75,7.2,6.9,16.9,343.0,0.5855,-1.9166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-8.75,8.5,6.6,14.4,84.0,-2.3445,-0.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-8.0,6.5,5.5,12.1,126.2,-1.4545,1.0634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-7.75,6.4,5.8,11.7,162.1,-0.5445,1.6834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-7.5,2.0,1.9,11.7,127.5,-0.4345,0.3334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-7.25,5.9,5.1,12.0,40.0,-1.0445,-1.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-7.0,7.4,6.2,11.6,55.6,-1.7045,-1.1666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-6.75,8.3,7.3,11.0,16.7,-0.6645,-2.2166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-6.5,6.8,6.2,10.5,19.2,-0.6245,-1.7966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-6.25,5.5,5.1,10.0,35.7,-0.8945,-1.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-6.0,6.4,6.6,10.2,13.5,-0.4145,-1.7266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-5.75,11.7,16.3,11.3,19.1,-1.0645,-3.0666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-5.5,14.0,20.6,12.2,40.6,-2.5245,-2.9466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-5.25,15.1,23.5,11.8,52.1,-3.3145,-2.5766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-5.0,14.8,21.0,11.6,60.7,-3.5745,-2.0066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-4.75,11.4,14.8,12.2,66.4,-2.9045,-1.2666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-4.5,7.9,9.4,10.9,63.7,-1.9745,-0.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-4.25,8.1,7.6,10.2,69.0,-2.1045,-0.8066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-4.0,6.9,6.6,10.3,74.4,-1.8445,-0.5166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-3.75,7.2,7.3,10.8,94.1,-2.0045,0.1434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-3.5,7.7,7.3,10.2,98.4,-2.1245,0.3134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-3.25,7.2,6.6,10.0,86.1,-2.0045,-0.1366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-3.0,6.0,5.5,9.0,86.4,-1.6745,-0.1066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-2.75,1.4,1.9,8.0,164.4,-0.1045,0.3734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-2.5,2.8,2.6,8.6,248.4,0.7155,0.2834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-2.25,4.3,4.4,9.4,240.0,1.0455,0.6034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-2.0,1.2,1.2,10.9,214.6,0.1955,0.2834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-1.75,4.5,4.8,11.2,342.1,0.3855,-1.1966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-1.5,10.6,12.3,11.8,312.7,2.1555,-1.9866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-1.25,5.6,5.5,11.2,313.0,1.1455,-1.0666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-1.0,5.7,5.5,11.4,300.4,1.3755,-0.8066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-0.75,6.6,6.2,12.7,292.5,1.6855,-0.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-0.5,5.7,5.5,13.9,284.2,1.5255,-0.3866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,-0.25,1.5,1.2,14.9,299.5,0.3655,-0.2066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,0.0,3.1,3.0,14.8,56.1,-0.7245,-0.4866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,0.25,4.4,4.0,14.9,54.3,-0.9845,-0.7066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,0.5,4.1,3.7,13.5,55.0,-0.9245,-0.6466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,0.75,3.5,3.3,13.2,15.8,-0.2645,-0.9366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,1.0,4.7,4.4,13.4,357.2,0.0655,-1.3166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,1.25,7.8,7.3,13.6,8.9,-0.3345,-2.1466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,1.5,6.4,5.8,13.7,354.0,0.1855,-1.7566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,1.75,6.3,5.8,13.6,356.2,0.1155,-1.7466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,2.0,7.5,7.3,12.9,19.1,-0.6845,-1.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,2.25,4.0,4.0,12.5,1.3,-0.0245,-1.1166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,2.5,6.2,5.5,13.5,281.9,1.6955,-0.3566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,2.75,6.1,6.2,16.3,302.7,1.4255,-0.9166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.0,3.0,4.4,4.0,16.4,300.3,1.0555,-0.6166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-8.5,8.7,9.4,12.7,82.3,-2.4045,-0.3266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-8.25,8.1,10.2,10.8,64.6,-2.0345,-0.9666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-8.0,3.7,3.7,10.9,96.4,-1.0145,0.1134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-7.75,4.3,4.4,11.7,119.6,-1.0445,0.5934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-7.5,6.0,5.1,12.4,109.9,-1.5545,0.5634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-7.25,4.0,3.7,10.6,140.1,-0.7045,0.8434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-7.0,6.1,5.1,10.6,118.0,-1.4945,0.7934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-6.75,5.7,5.1,8.6,154.1,-0.6945,1.4334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-6.5,1.5,2.6,8.7,314.1,0.2955,-0.2866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-6.25,4.9,4.4,9.8,323.9,0.8055,-1.1066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-6.0,5.4,5.1,9.9,347.8,0.3155,-1.4566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-5.75,9.3,9.4,10.4,2.1,-0.0945,-2.5866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-5.5,10.7,10.9,11.6,28.3,-1.4145,-2.6266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-5.25,11.6,13.4,11.8,50.4,-2.4745,-2.0466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-5.0,13.0,17.4,11.2,62.0,-3.1945,-1.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-4.75,13.8,19.2,10.4,61.6,-3.3645,-1.8166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-4.5,10.8,13.8,10.0,58.9,-2.5645,-1.5466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-4.25,7.3,7.3,9.9,65.5,-1.8545,-0.8466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-4.0,8.6,8.7,9.9,63.4,-2.1345,-1.0666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-3.75,6.6,6.6,9.5,57.9,-1.5545,-0.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-3.5,6.3,5.8,9.5,93.7,-1.7345,0.1134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-3.25,5.9,5.5,9.0,131.5,-1.2345,1.0934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-3.0,7.2,6.6,8.6,190.0,0.3455,1.9634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
