name,kind,latitude,longitude,wind_speed_kmh,wind_gust_kmh,air_temperature_c,wind_from_degrees,u_ms,v_ms,valid_at_utc,model_run_utc,method
,grid,42.25,-2.75,7.7,6.6,9.0,193.4,0.4955,2.0734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-2.5,7.3,6.6,9.5,192.7,0.4455,1.9734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-2.25,4.1,4.0,10.1,220.0,0.7255,0.8634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-2.0,6.0,5.8,11.1,318.9,1.0955,-1.2566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-1.75,9.8,11.2,11.5,325.6,1.5355,-2.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-1.5,5.9,6.2,11.1,311.3,1.2355,-1.0866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-1.25,4.4,4.8,11.8,323.0,0.7355,-0.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-1.0,1.7,1.9,12.1,15.3,-0.1245,-0.4566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-0.75,4.0,3.7,12.9,0.2,-0.0045,-1.1066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-0.5,2.5,2.2,13.6,33.2,-0.3845,-0.5866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,-0.25,3.6,3.3,13.1,45.7,-0.7145,-0.6966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,0.0,6.9,6.6,12.6,357.7,0.0755,-1.9166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,0.25,4.8,4.4,12.6,17.8,-0.4045,-1.2566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,0.5,5.9,5.1,12.2,36.5,-0.9745,-1.3166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,0.75,6.4,5.5,11.7,20.4,-0.6145,-1.6566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,1.0,7.4,6.6,11.1,35.8,-1.1945,-1.6566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,1.25,7.6,6.6,8.9,19.9,-0.7245,-1.9966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,1.5,7.1,6.2,8.5,34.7,-1.1245,-1.6266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,1.75,6.7,5.8,8.0,336.4,0.7455,-1.7066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,2.0,8.4,6.6,8.7,346.9,0.5255,-2.2666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,2.25,8.0,6.6,10.3,332.2,1.0355,-1.9666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,2.5,7.1,6.2,12.8,301.6,1.6855,-1.0366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,2.75,7.1,6.2,15.0,301.3,1.6855,-1.0266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,3.0,8.3,8.4,16.2,313.4,1.6655,-1.5766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.25,3.25,13.0,20.6,19.7,308.5,2.8355,-2.2566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-8.75,8.9,13.8,13.2,43.8,-1.7145,-1.7866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-8.5,7.9,8.4,13.4,91.4,-2.1845,0.0534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-8.25,6.7,5.8,11.4,100.0,-1.8345,0.3234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-8.0,4.2,4.0,11.3,64.6,-1.0645,-0.5066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-7.75,6.0,5.5,10.0,44.0,-1.1645,-1.2066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-7.5,2.9,3.0,10.3,60.9,-0.6945,-0.3866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-7.25,7.1,6.2,10.9,105.7,-1.8945,0.5334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-7.0,5.3,4.8,9.9,71.0,-1.3845,-0.4766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-6.75,1.3,2.6,10.7,128.1,-0.2845,0.2234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-6.5,6.3,5.8,11.2,141.0,-1.1045,1.3634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-6.25,1.6,3.0,9.3,137.6,-0.3045,0.3334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-6.0,5.1,5.1,9.6,337.6,0.5355,-1.2966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-5.75,7.9,8.0,10.2,0.6,-0.0245,-2.2066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-5.5,9.0,9.1,10.6,11.9,-0.5145,-2.4366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-5.25,8.9,9.1,10.8,29.3,-1.2045,-2.1466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-5.0,7.9,7.6,10.2,42.0,-1.4645,-1.6266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-4.75,7.0,6.9,9.8,47.1,-1.4145,-1.3166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-4.5,6.8,6.6,9.5,39.4,-1.2045,-1.4666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-4.25,7.9,7.6,9.7,48.3,-1.6445,-1.4666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-4.0,7.7,7.3,9.3,62.6,-1.9045,-0.9866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-3.75,6.6,6.2,8.4,62.9,-1.6345,-0.8366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-3.5,3.7,4.0,8.6,85.7,-1.0145,-0.0766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-3.25,3.2,3.3,8.6,175.8,-0.0645,0.8734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-3.0,2.8,3.0,8.7,226.2,0.5555,0.5334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-2.75,2.3,2.6,8.7,259.0,0.6355,0.1234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-2.5,4.3,4.4,9.2,286.0,1.1355,-0.3266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-2.25,5.5,5.5,9.9,300.2,1.3155,-0.7666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-2.0,5.4,5.5,10.3,326.5,0.8255,-1.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-1.75,6.6,6.6,10.5,5.8,-0.1845,-1.8166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-1.5,5.2,4.8,10.6,33.6,-0.7945,-1.1966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-1.25,5.6,5.5,10.2,46.8,-1.1345,-1.0666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-1.0,4.1,4.0,10.1,79.6,-1.1245,-0.2066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-0.75,2.8,2.6,10.2,45.4,-0.5545,-0.5466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-0.5,4.3,3.7,11.0,51.5,-0.9245,-0.7366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,-0.25,5.7,5.1,10.4,36.5,-0.9445,-1.2766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,0.0,7.1,6.2,10.7,354.9,0.1755,-1.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,0.25,8.0,6.6,10.1,22.9,-0.8645,-2.0466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,0.5,8.2,6.9,8.0,14.4,-0.5645,-2.1966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,0.75,8.4,7.3,7.0,10.7,-0.4345,-2.2966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,1.0,6.2,5.5,6.5,335.9,0.7055,-1.5766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.5,1.25,7.1,6.6,6.5,0.7,-0.0245,-1.9666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-8.75,8.4,18.8,11.0,37.1,-1.4045,-1.8566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-8.5,5.2,6.6,11.0,51.9,-1.1445,-0.8966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-8.25,6.1,7.3,11.5,110.7,-1.5945,0.6034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-8.0,6.7,6.9,10.5,110.0,-1.7445,0.6334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-7.75,4.2,4.0,9.6,82.3,-1.1545,-0.1566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-7.5,3.1,3.3,10.0,39.8,-0.5545,-0.6666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-7.25,5.6,4.8,11.0,102.7,-1.5245,0.3434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-7.0,6.6,5.8,10.2,123.6,-1.5245,1.0134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-6.75,3.5,4.0,9.9,60.3,-0.8345,-0.4766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-6.5,5.9,5.1,10.4,64.1,-1.4745,-0.7166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-6.25,4.9,4.4,9.0,57.5,-1.1545,-0.7366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-6.0,3.7,3.3,9.1,345.5,0.2555,-0.9866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-5.75,5.3,4.8,9.3,345.6,0.3655,-1.4266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-5.5,6.7,6.2,9.6,359.8,0.0055,-1.8666,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-5.25,7.4,6.9,9.5,10.5,-0.3745,-2.0166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-5.0,6.7,6.2,9.5,20.8,-0.6645,-1.7466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-4.75,5.6,5.1,9.5,14.0,-0.3745,-1.4966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-4.5,6.3,6.2,9.3,5.1,-0.1545,-1.7366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-4.25,4.7,4.8,8.5,23.5,-0.5245,-1.2066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-4.0,1.8,2.6,7.9,89.3,-0.5045,-0.0066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-3.75,3.5,3.7,8.1,160.4,-0.3245,0.9134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-3.5,3.3,3.3,8.3,194.8,0.2355,0.8934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-3.25,2.8,2.6,8.5,188.5,0.1155,0.7734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-3.0,1.6,1.5,8.2,203.5,0.1755,0.4034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-2.75,1.9,1.9,7.8,145.5,-0.3045,0.4434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-2.5,1.6,1.9,7.5,142.2,-0.2745,0.3534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-2.25,0.8,1.9,7.8,311.7,0.1755,-0.1566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-2.0,4.6,4.4,8.6,341.1,0.4155,-1.2166,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-1.75,4.6,4.8,9.7,15.0,-0.3345,-1.2466,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-1.5,3.2,3.0,9.1,25.5,-0.3845,-0.8066,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-1.25,3.6,3.3,9.4,58.4,-0.8545,-0.5266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-1.0,4.8,4.4,9.6,66.5,-1.2345,-0.5366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-0.75,5.2,4.8,9.9,68.4,-1.3545,-0.5366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-0.5,4.7,5.8,8.2,83.1,-1.2945,-0.1566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,-0.25,1.1,4.8,6.3,115.0,-0.2645,0.1234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,0.75,7.8,6.2,5.9,177.0,-0.1145,2.1534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,42.75,1.0,5.9,5.1,5.8,208.7,0.7855,1.4334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-9.25,24.0,38.6,15.6,41.4,-4.4045,-4.9966,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-9.0,6.8,11.6,10.9,59.0,-1.6245,-0.9766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-8.75,5.6,6.9,10.3,35.7,-0.9045,-1.2566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-8.5,5.5,6.9,10.5,27.1,-0.6945,-1.3566,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-8.25,5.0,4.4,10.6,65.3,-1.2545,-0.5766,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-8.0,6.0,9.4,10.5,92.5,-1.6745,0.0734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-7.75,3.3,5.5,10.5,103.4,-0.8945,0.2134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-7.5,2.2,1.9,9.8,106.8,-0.5745,0.1734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-7.25,4.1,3.3,9.9,101.7,-1.1245,0.2334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-7.0,3.8,3.7,10.2,118.8,-0.9345,0.5134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-6.75,7.3,6.2,10.1,138.4,-1.3445,1.5134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-6.5,7.9,6.9,9.6,146.6,-1.2045,1.8234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-6.25,8.5,7.6,8.9,165.6,-0.5845,2.2734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-6.0,7.4,6.6,8.6,196.8,0.5955,1.9734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-5.75,8.1,8.7,8.9,184.0,0.1555,2.2434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-5.5,5.5,4.8,8.6,171.2,-0.2345,1.5234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-5.25,3.1,4.4,8.0,173.1,-0.1045,0.8634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-5.0,3.0,4.0,8.4,114.8,-0.7445,0.3434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-4.75,3.0,4.4,8.1,220.2,0.5355,0.6334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-4.5,5.0,5.5,8.6,225.4,0.9955,0.9834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-4.25,6.3,5.8,8.7,232.4,1.3955,1.0734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-4.0,7.5,6.6,7.7,189.8,0.3555,2.0534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-3.75,4.9,4.4,7.5,174.3,-0.1345,1.3434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-3.5,4.2,3.7,8.0,211.1,0.6055,1.0034,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-3.25,5.7,5.5,8.5,198.7,0.5055,1.4934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-3.0,5.6,5.1,8.9,185.0,0.1355,1.5434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-2.75,5.2,4.8,8.3,173.1,-0.1745,1.4334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-2.5,4.2,3.7,8.1,177.8,-0.0445,1.1534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-2.25,3.9,3.7,8.5,178.2,-0.0345,1.0934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-2.0,2.4,2.2,8.4,168.2,-0.1345,0.6434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-1.75,0.6,1.5,9.3,,-0.1645,-0.0366,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-1.5,2.1,2.6,8.9,115.8,-0.5245,0.2534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.0,-1.25,3.6,3.7,9.3,139.8,-0.6545,0.7734,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-8.75,5.3,7.3,11.6,82.7,-1.4645,-0.1866,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-8.5,3.0,3.3,11.1,103.4,-0.8145,0.1934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-8.25,3.2,3.0,10.9,101.8,-0.8745,0.1834,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-8.0,5.6,5.8,10.1,96.1,-1.5345,0.1634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-7.75,2.9,3.3,10.0,91.7,-0.8045,0.0234,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-7.5,3.5,3.3,10.3,49.9,-0.7445,-0.6266,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-7.25,2.8,2.2,10.1,115.3,-0.7045,0.3334,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-7.0,4.1,3.7,10.0,131.7,-0.8445,0.7534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-6.75,3.9,3.7,9.9,155.4,-0.4545,0.9934,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-6.5,5.3,4.8,10.1,186.5,0.1655,1.4534,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-6.25,6.1,5.5,10.6,189.1,0.2655,1.6634,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-6.0,6.0,5.1,10.9,193.1,0.3755,1.6134,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
,grid,43.25,-5.75,5.2,4.4,10.7,177.4,-0.0645,1.4434,2026-09-19T06:00:00Z,2026-09-19T00:00:00Z,bilinear_components_on_0.25_degree_forecast_grid
