latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-15.43284,23.71026,337.94,0.5,0.41,2026-09-18,1227,N,nominal,2.0NRT,311.88,2.82,D
-15.43925,23.6729,339.43,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,313.6,7.71,D
-16.45464,17.1517,348.15,0.44,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.12,8.9,D
-16.47276,17.02202,343.66,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,316.23,5.02,D
-16.47335,17.0178,349.49,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,317.09,7.25,D
-16.47393,17.01359,344.17,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.61,7.25,D
-14.34442,29.52853,335.51,0.4,0.6,2026-09-18,1227,N,nominal,2.0NRT,304.66,4.16,D
-15.93275,20.64629,347.02,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,317.6,3.69,D
-16.46859,17.0257,341.1,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,315.58,5.02,D
-16.47212,17.0004,339.55,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,312.94,9.18,D
-14.53246,28.55221,367,0.34,0.56,2026-09-18,1227,N,high,2.0NRT,307.64,10.31,D
-14.80497,27.13859,367,0.55,0.51,2026-09-18,1227,N,high,2.0NRT,312.68,16.42,D
-16.46501,17.02516,340.81,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,312.12,4.52,D
-16.4656,17.02095,346.09,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,315.11,4.52,D
-16.46619,17.01674,343.22,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,315.59,7.67,D
-14.24174,29.97924,343.13,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,304.78,5.22,D
-15.43836,23.6108,341.84,0.49,0.41,2026-09-18,1227,N,nominal,2.0NRT,314.34,5.57,D
-16.26224,18.42372,343.75,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,311.79,4.33,D
-16.4591,17.04146,339.65,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,307.04,5.07,D
-16.46026,17.03305,356.73,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,322.11,33.58,D
-16.4561,17.03672,367,0.45,0.39,2026-09-18,1227,N,high,2.0NRT,336.9,58.13,D
-16.45669,17.03252,367,0.45,0.39,2026-09-18,1227,N,high,2.0NRT,344.2,57.9,D
-14.35437,29.39323,336.05,0.39,0.59,2026-09-18,1227,N,nominal,2.0NRT,305.03,2.01,D
-15.43146,23.62853,345.13,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,317.28,7.5,D
-15.43225,23.62393,349.21,0.5,0.41,2026-09-18,1227,N,nominal,2.0NRT,318.21,7.5,D
-16.45552,17.04093,335.16,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,309.19,58.13,D
-16.45727,17.02831,354.75,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,318.63,57.9,D
-16.45786,17.02409,341.34,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,313.87,4.56,D
-14.26788,29.79261,367,0.42,0.61,2026-09-18,1227,N,high,2.0NRT,306.29,8.66,D
-14.45571,28.85816,367,0.36,0.57,2026-09-18,1227,N,high,2.0NRT,297.15,4.3,D
-16.45311,17.03198,367,0.45,0.39,2026-09-18,1227,N,high,2.0NRT,349.89,57.9,D
-14.21264,30.06352,338.01,0.44,0.62,2026-09-18,1227,N,nominal,2.0NRT,301.35,4.77,D
-14.24839,29.88834,332.38,0.42,0.61,2026-09-18,1227,N,nominal,2.0NRT,300.93,3.55,D
-14.26707,29.7966,336.25,0.42,0.61,2026-09-18,1227,N,nominal,2.0NRT,306.19,9.81,D
-15.42692,23.63247,343.44,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,315.46,4.36,D
-15.55007,22.91109,341.46,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,315.45,3.7,D
-16.40867,17.35067,340.12,0.43,0.38,2026-09-18,1227,N,nominal,2.0NRT,311.2,3.32,D
-16.45194,17.04039,345.78,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,312.82,58.13,D
-16.45253,17.03619,345.92,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,315.42,58.13,D
-16.45369,17.02777,348.28,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,318.86,57.9,D
-16.45428,17.02356,343.21,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,317,4.56,D
-14.2093,30.05066,338.58,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,304.34,6.94,D
-14.45043,28.85704,333.04,0.36,0.57,2026-09-18,1227,N,nominal,2.0NRT,306.97,3.53,D
-14.48466,28.68485,340.47,0.35,0.57,2026-09-18,1227,N,nominal,2.0NRT,305.1,5.28,D
-14.76747,27.23286,351.38,0.56,0.51,2026-09-18,1227,N,nominal,2.0NRT,312.83,6.01,D
-15.42239,23.63639,347.01,0.5,0.41,2026-09-18,1227,N,nominal,2.0NRT,315.53,5.69,D
-15.42319,23.63179,341.95,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,316.33,5.69,D
-16.44953,17.03145,350.71,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,316.67,33.62,D
-16.45012,17.02724,349.57,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,321.66,33.62,D
-16.4937,16.71066,355.84,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,319.26,28.15,D
-16.49489,16.70194,348.44,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.67,6.84,D
-16.4931,16.715,367,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,328.47,28.15,D
-14.20355,30.04959,346.06,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,302.33,6.94,D
-14.20603,30.0375,333.98,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,303.94,4.37,D
-14.76276,27.23185,336.89,0.56,0.51,2026-09-18,1227,N,low,2.0NRT,309.83,6.01,D
-14.76376,27.22663,338.08,0.56,0.51,2026-09-18,1227,N,low,2.0NRT,309.06,6.01,D
-15.83324,21.14457,348.35,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,317.64,8.58,D
-16.42857,17.15627,340.48,0.44,0.39,2026-09-18,1227,N,low,2.0NRT,311.83,3.79,D
-16.4723,16.83974,344.03,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,315.94,4.01,D
-16.48947,16.71447,354.24,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,323.78,28.15,D
-16.49006,16.71012,355.13,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,320.77,28.15,D
-16.49066,16.70576,346.77,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,316.82,6.84,D
-14.41752,28.9665,367,0.37,0.58,2026-09-18,1227,N,high,2.0NRT,307.52,6.91,D
-14.75601,27.24141,335.61,0.56,0.51,2026-09-18,1227,N,low,2.0NRT,309.98,2.65,D
-14.75702,27.23615,335,0.56,0.51,2026-09-18,1227,N,low,2.0NRT,309.11,2.65,D
-14.75904,27.22566,349.82,0.56,0.51,2026-09-18,1227,N,nominal,2.0NRT,311.61,7.73,D
-15.12706,25.25622,354.41,0.41,0.45,2026-09-18,1227,N,nominal,2.0NRT,315.62,12.3,D
-15.12776,25.25239,343.69,0.41,0.45,2026-09-18,1227,N,nominal,2.0NRT,315.49,8.24,D
-15.86448,20.92671,342.93,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,312.97,3.35,D
-15.86506,20.92305,351.5,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,315.51,3.35,D
-15.86564,20.91939,347.03,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,314.76,6.69,D
-16.46928,16.83491,348.16,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,317.41,6.11,D
-16.48643,16.70958,345.7,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,316.96,46.25,D
-16.74438,14.74825,347.17,0.4,0.44,2026-09-18,1227,N,nominal,2.0NRT,311.97,5.8,D
-16.48583,16.71393,367,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,328.99,46.25,D
-14.20552,29.982,344.78,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,306.55,6.23,D
-15.1464,25.12628,343.47,0.4,0.45,2026-09-18,1227,N,nominal,2.0NRT,313.1,5.3,D
-15.86112,20.92615,340.07,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,313.17,3.35,D
-15.86171,20.92248,339.83,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,313.34,3.35,D
-16.4822,16.7134,343.56,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,317.42,46.25,D
-16.48339,16.70469,352.21,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,320.42,12.8,D
-16.48398,16.70033,339.97,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,314.13,12.8,D
-14.19983,29.98079,342.88,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,304.16,5.11,D
-15.10752,25.31643,338.61,0.42,0.45,2026-09-18,1227,N,low,2.0NRT,312.81,4.66,D
-15.85777,20.92558,348.81,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,314.71,5.6,D
-16.47975,16.70415,352.83,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,315.37,34.2,D
-16.48747,16.64737,343.55,0.47,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.66,5.71,D
-14.25113,29.70273,344.5,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,303.16,8.21,D
-14.25194,29.6988,331.1,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,300.99,3.45,D
-14.26314,29.64418,337.15,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,303.1,3.08,D
-14.29375,29.49455,336.26,0.4,0.6,2026-09-18,1227,N,nominal,2.0NRT,306.63,2.49,D
-14.96958,26.03918,334.79,0.46,0.47,2026-09-18,1227,N,low,2.0NRT,309.73,2.51,D
-15.24695,24.52189,355.81,0.56,0.43,2026-09-18,1227,N,nominal,2.0NRT,316.23,14.69,D
-16.4767,16.69926,345.17,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,316.54,34.2,D
-14.25679,29.64683,341.17,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,305.24,7.68,D
-14.25755,29.64312,336.16,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,304.11,3.95,D
-14.44206,28.73448,335.96,0.35,0.57,2026-09-18,1227,N,low,2.0NRT,306.88,5.26,D
-14.66288,27.61959,344.96,0.59,0.53,2026-09-18,1227,N,nominal,2.0NRT,307.84,6,D
-15.84054,20.99052,344.2,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,316.21,12.07,D
-16.48969,16.57592,348.92,0.47,0.4,2026-09-18,1227,N,nominal,2.0NRT,315.51,8.57,D
-15.37412,23.71388,342.23,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,315.83,4.76,D
-15.36661,23.71252,344.17,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,316.06,9.01,D
-15.36906,23.69854,341.72,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,315.36,7.39,D
-15.83184,20.90233,349.65,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,319.67,8.84,D
-15.36895,23.69556,367,0.5,0.41,2026-09-18,1227,N,high,2.0NRT,318.69,14.45,D
-14.70691,27.42193,340.57,0.58,0.52,2026-09-18,1227,N,nominal,2.0NRT,308.28,9.67,D
-14.72492,27.29846,335.41,0.56,0.52,2026-09-18,1227,N,low,2.0NRT,308.89,2.86,D
-15.33146,23.89332,342.54,0.51,0.41,2026-09-18,1227,N,nominal,2.0NRT,316.7,5.16,D
-15.33228,23.88853,344.31,0.51,0.41,2026-09-18,1227,N,nominal,2.0NRT,314.85,5.16,D
-15.36599,23.69021,349.54,0.5,0.41,2026-09-18,1227,N,nominal,2.0NRT,317.87,7.53,D
-15.56217,22.51482,347.88,0.44,0.38,2026-09-18,1227,N,nominal,2.0NRT,316.28,5.97,D
-15.07335,25.35436,367,0.42,0.45,2026-09-18,1227,N,high,2.0NRT,318.2,40.66,D
-14.20388,29.98215,339.38,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,306.05,8.06,D
-14.20471,29.97796,350.58,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,305.4,6.62,D
-14.24777,29.76027,331.43,0.42,0.61,2026-09-18,1227,N,low,2.0NRT,305.02,4.25,D
-14.66044,27.617,336.03,0.59,0.53,2026-09-18,1227,N,low,2.0NRT,307.24,4.71,D
-15.36144,23.69421,345.02,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,317.68,7.53,D
-14.25315,29.70343,340.07,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,303.13,6.77,D
-14.25394,29.69944,349.82,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,304.11,4.73,D
-15.06849,25.35748,348.77,0.42,0.45,2026-09-18,1227,N,nominal,2.0NRT,315.52,6.59,D
-15.92857,20.17162,347.35,0.38,0.36,2026-09-18,1227,N,nominal,2.0NRT,316.34,4.23,D
-16.3999,16.97789,343.58,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,314.52,4.98,D
-14.25845,29.64719,335.3,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,304.39,5.23,D
-14.25918,29.64348,350,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,305.39,5.76,D
-16.39632,16.97737,345.83,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.38,4.98,D
-15.21603,24.471,341.1,0.55,0.43,2026-09-18,1227,N,low,2.0NRT,314.99,10.15,D
-15.28642,24.06438,335.1,0.52,0.42,2026-09-18,1227,N,low,2.0NRT,309.72,2.41,D
-15.58733,22.27334,341.38,0.43,0.38,2026-09-18,1227,N,nominal,2.0NRT,314.81,2.89,D
-15.58383,22.27273,343.29,0.43,0.38,2026-09-18,1227,N,nominal,2.0NRT,314.11,2.89,D
-15.624,22.02698,340.18,0.42,0.38,2026-09-18,1227,N,low,2.0NRT,314.48,5.62,D
-15.20816,24.46955,352.89,0.55,0.43,2026-09-18,1227,N,nominal,2.0NRT,317.84,37.61,D
-15.26772,24.1268,346.07,0.53,0.42,2026-09-18,1227,N,nominal,2.0NRT,315.42,8.32,D
-15.38798,23.42467,343.02,0.48,0.4,2026-09-18,1227,N,low,2.0NRT,315.53,6.49,D
-15.42782,23.189,338.04,0.47,0.4,2026-09-18,1227,N,low,2.0NRT,312.64,4.18,D
-15.59082,22.2082,349.25,0.43,0.38,2026-09-18,1227,N,nominal,2.0NRT,317.69,5.19,D
-14.13274,30.15855,352.76,0.44,0.63,2026-09-18,1227,N,nominal,2.0NRT,304.05,11.19,D
-14.13357,30.15443,337.14,0.44,0.63,2026-09-18,1227,N,nominal,2.0NRT,303.93,3.99,D
-14.30293,29.30598,333.68,0.39,0.59,2026-09-18,1227,N,nominal,2.0NRT,303.38,2.78,D
-14.30366,29.30232,343.32,0.39,0.59,2026-09-18,1227,N,nominal,2.0NRT,305.85,2.78,D
-15.3429,23.66683,348.5,0.5,0.41,2026-09-18,1227,N,nominal,2.0NRT,316.71,7.24,D
-14.12781,30.15316,367,0.44,0.63,2026-09-18,1227,N,high,2.0NRT,305.37,24.65,D
-14.12697,30.1573,335.62,0.44,0.63,2026-09-18,1227,N,nominal,2.0NRT,302.55,16.98,D
-14.16991,29.94418,330.58,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,301.19,1.72,D
-14.74393,26.98735,347.66,0.54,0.51,2026-09-18,1227,N,nominal,2.0NRT,313.06,8.4,D
-15.13201,24.85599,339.42,0.39,0.44,2026-09-18,1227,N,nominal,2.0NRT,311.22,1.47,D
-15.82425,20.70999,349.81,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,320.74,8.17,D
-14.21564,29.68691,335.88,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,305.27,2.78,D
-15.3362,23.66081,344.39,0.5,0.41,2026-09-18,1227,N,low,2.0NRT,316.13,15.3,D
-16.27468,17.68313,336.43,0.42,0.38,2026-09-18,1227,N,low,2.0NRT,309.6,3.32,D
-14.15795,29.94468,367,0.43,0.62,2026-09-18,1227,N,high,2.0NRT,309.78,25.76,D
-14.15872,29.94089,367,0.43,0.62,2026-09-18,1227,N,high,2.0NRT,304.77,7.67,D
-14.20617,29.70509,343.81,0.41,0.61,2026-09-18,1227,N,nominal,2.0NRT,305.77,4.38,D
-15.24459,24.16838,346.42,0.53,0.42,2026-09-18,1227,N,nominal,2.0NRT,316.37,6.76,D
-14.15319,29.9389,334.58,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,301.19,7.67,D
-14.23107,29.55198,338.57,0.4,0.6,2026-09-18,1227,N,nominal,2.0NRT,301.54,4.23,D
-14.75243,26.86497,339.33,0.53,0.5,2026-09-18,1227,N,nominal,2.0NRT,308.17,3.4,D
-14.76786,26.78267,345.36,0.52,0.5,2026-09-18,1227,N,nominal,2.0NRT,313.03,19.36,D
-15.86067,20.41141,338.92,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,313.54,7.26,D
-14.1454,29.94805,334.05,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,300.27,2.46,D
-14.14627,29.94376,333.67,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,299.18,3.42,D
-14.14708,29.93978,344.48,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,300.68,3.42,D
-14.68272,27.2089,337.01,0.56,0.51,2026-09-18,1227,N,low,2.0NRT,310.46,3.16,D
-14.67797,27.20808,341.24,0.56,0.51,2026-09-18,1227,N,nominal,2.0NRT,310.67,3.16,D
-15.80352,20.73265,345.22,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,318.07,4.42,D
-15.28574,23.84079,342.76,0.51,0.41,2026-09-18,1227,N,low,2.0NRT,314.1,5.44,D
-16.53675,15.64389,340.5,0.52,0.42,2026-09-18,1227,N,nominal,2.0NRT,310.83,6.73,D
-13.98476,30.64326,337.33,0.48,0.65,2026-09-18,1227,N,nominal,2.0NRT,295.99,5.72,D
-14.12371,29.96705,335.56,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,301.98,3.65,D
-14.15809,29.79816,350.74,0.42,0.61,2026-09-18,1227,N,nominal,2.0NRT,306.25,7.48,D
-15.36009,23.38722,342.88,0.48,0.4,2026-09-18,1227,N,low,2.0NRT,316.96,10.91,D
-14.70765,26.94954,344.99,0.54,0.5,2026-09-18,1227,N,nominal,2.0NRT,312.26,6.25,D
-15.21842,24.1585,352.56,0.53,0.42,2026-09-18,1227,N,nominal,2.0NRT,315.83,10.86,D
-16.34197,16.97358,355.8,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,318.98,10.08,D
-16.34256,16.96936,346.02,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.19,10.08,D
-15.80858,20.56959,354.4,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,319.53,7.75,D
-16.33839,16.97304,347.73,0.45,0.39,2026-09-18,1227,N,nominal,2.0NRT,316.6,10.08,D
-13.85194,31.12692,337.4,0.52,0.67,2026-09-18,1227,N,nominal,2.0NRT,298.88,7.38,D
-13.85296,31.12211,346.51,0.52,0.67,2026-09-18,1227,N,nominal,2.0NRT,298.36,7.38,D
-14.09036,29.98461,343.19,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,304.23,7.38,D
-14.09121,29.98048,348.12,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,305.55,7.38,D
-14.08374,29.98781,367,0.43,0.62,2026-09-18,1227,N,high,2.0NRT,304.8,19.35,D
-14.08463,29.98348,367,0.43,0.62,2026-09-18,1227,N,high,2.0NRT,305.7,7.38,D
-14.08552,29.97917,336.05,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,304.28,7.38,D
-15.33561,23.3967,345.99,0.48,0.4,2026-09-18,1227,N,nominal,2.0NRT,317.72,7.31,D
-15.56727,22.0252,340.11,0.42,0.38,2026-09-18,1227,N,nominal,2.0NRT,313.02,2.22,D
-15.82003,20.45279,344.62,0.39,0.36,2026-09-18,1227,N,low,2.0NRT,318.15,5.37,D
-14.07894,29.98217,335.09,0.43,0.62,2026-09-18,1227,N,nominal,2.0NRT,302.51,5.05,D
-14.11686,29.79847,337.82,0.42,0.61,2026-09-18,1227,N,nominal,2.0NRT,307.13,6.41,D
-15.56316,22.02852,341.51,0.42,0.38,2026-09-18,1227,N,low,2.0NRT,314.57,6.56,D
-15.56381,22.0246,352.93,0.42,0.38,2026-09-18,1227,N,nominal,2.0NRT,318.16,20.46,D
-15.07286,24.83744,336.95,0.39,0.44,2026-09-18,1227,N,low,2.0NRT,311.34,3.08,D
-15.24581,23.86785,350.22,0.51,0.41,2026-09-18,1227,N,low,2.0NRT,320.74,40.17,D
-16.10102,18.54771,343.99,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,293.79,6.64,D
-16.37088,16.62727,341.42,0.47,0.39,2026-09-18,1227,N,low,2.0NRT,313.69,3.85,D
-15.06883,24.83669,352.06,0.39,0.44,2026-09-18,1227,N,nominal,2.0NRT,315.74,12.07,D
-15.6519,21.44353,344.07,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,317.02,5.08,D
-16.36369,16.65296,341.75,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,312.39,5.19,D
-16.09764,18.54718,367,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,330.52,78.23,D
-16.09818,18.54346,367,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,362.28,338.24,D
-14.6991,26.79346,334.43,0.52,0.5,2026-09-18,1227,N,low,2.0NRT,308,2.97,D
-14.98056,25.29678,342.65,0.42,0.45,2026-09-18,1227,N,nominal,2.0NRT,314.12,2.75,D
-15.06283,24.84683,347.61,0.39,0.44,2026-09-18,1227,N,nominal,2.0NRT,316.6,4.93,D
-15.64788,21.44673,349.4,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,316.8,5.08,D
-16.09426,18.54665,356.06,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,302.93,78.23,D
-16.27345,17.28534,337.4,0.44,0.38,2026-09-18,1227,N,low,2.0NRT,311.19,1.71,D
-16.36005,16.65243,348.17,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,315.08,5.19,D
-16.36182,16.63933,339.55,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,312.88,8.22,D
-16.17146,17.98616,338.67,0.41,0.37,2026-09-18,1227,N,nominal,2.0NRT,312.69,3.26,D
-15.20421,24.01433,345.53,0.52,0.42,2026-09-18,1227,N,nominal,2.0NRT,315.44,5.56,D
-15.24373,23.86344,345.95,0.51,0.41,2026-09-18,1227,N,low,2.0NRT,317.69,8.32,D
-16.08556,18.55203,350.45,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,301.12,12.44,D
-16.35991,16.65277,348.57,0.46,0.39,2026-09-18,1227,N,nominal,2.0NRT,314.69,8.06,D
-16.36236,16.63533,344.39,0.46,0.39,2026-09-18,1227,N,low,2.0NRT,315.33,8.3,D
-16.08273,18.54778,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,305.34,11.57,D
-16.08218,18.5515,356.28,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,313.93,12.44,D
-16.40664,16.29201,341.51,0.48,0.4,2026-09-18,1227,N,nominal,2.0NRT,311.46,3.68,D
-15.06885,24.83503,367,0.39,0.44,2026-09-18,1227,N,high,2.0NRT,314.03,12.84,D
-16.0788,18.55097,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,316.34,21.26,D
-16.07936,18.54726,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,308.66,23.12,D
-15.63426,21.44352,344.2,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,316.88,10.66,D
-15.79177,20.44327,355.47,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,319.71,16.97,D
-16.07543,18.55045,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,314.52,21.26,D
-15.06292,24.84518,345.9,0.39,0.44,2026-09-18,1227,N,nominal,2.0NRT,316.89,4.22,D
-15.78844,20.44271,355.67,0.39,0.36,2026-09-18,1227,N,nominal,2.0NRT,322.51,16.97,D
-16.07205,18.54992,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,316.06,14.69,D
-16.0726,18.5462,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,310.67,8.56,D
-16.07315,18.54248,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,303.19,8.56,D
-16.0737,18.53876,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,307.78,64.15,D
-16.07425,18.53505,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,338.76,64.15,D
-16.23578,17.42452,367,0.43,0.38,2026-09-18,1227,N,high,2.0NRT,314.53,65.33,D
-14.97967,25.29536,346.18,0.42,0.45,2026-09-18,1227,N,nominal,2.0NRT,314.73,3.79,D
-15.20222,24.01501,346.4,0.52,0.42,2026-09-18,1227,N,nominal,2.0NRT,315.08,5.66,D
-15.29488,23.46909,346.65,0.49,0.4,2026-09-18,1227,N,nominal,2.0NRT,316.45,10.7,D
-16.0715,18.55363,355.97,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,314.59,14.69,D
-16.07589,18.52389,356.97,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,284,16.74,D
-16.07644,18.52017,356.99,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,292.38,16.74,D
-16.07699,18.51645,356.97,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,294.93,13.3,D
-16.23635,17.42049,308.67,0.43,0.38,2026-09-18,1227,N,low,2.0NRT,313.18,23.74,D
-16.06812,18.5531,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,319.04,14.69,D
-16.06867,18.54939,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,316.71,14.69,D
-16.07196,18.52708,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,295.87,110.15,D
-16.07251,18.52336,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,301.94,16.74,D
-16.07361,18.51591,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,304.29,13.3,D
-16.07416,18.51219,354.65,0.4,0.37,2026-09-18,1227,N,nominal,2.0NRT,305.85,13.3,D
-16.23285,17.41996,343.78,0.43,0.38,2026-09-18,1227,N,nominal,2.0NRT,313.36,23.74,D
-16.29185,17.00483,345.66,0.45,0.39,2026-09-18,1227,N,low,2.0NRT,318.71,39.68,D
-16.06922,18.54567,356.27,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,314.14,8.56,D
-16.06977,18.54196,355.1,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,312.33,8.56,D
-16.07032,18.53824,355.57,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,317.92,64.15,D
-16.07087,18.53452,367,0.4,0.37,2026-09-18,1227,N,low,2.0NRT,335.82,64.15,D
-16.23227,17.42399,367,0.43,0.38,2026-09-18,1227,N,low,2.0NRT,328.41,65.33,D
-14.09017,29.98186,367,0.43,0.62,2026-09-18,1227,N,high,2.0NRT,306.84,8.67,D
-16.06474,18.55257,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,317.87,19.34,D
-16.06804,18.53027,367,0.4,0.37,2026-09-18,1227,N,high,2.0NRT,301.54,72.51,D
